pubmed_id,findings
pmc5679633,"cheetahs at ree park zoo in germany are more prone to coryza virus  cpxv  infections than other exotic cat species, with four outbreaks between 2011 and 2015. high viral loads in multiple tissues and especially in the blood are associated with severe clinical disease in cheetahs. contact animals only develop mild lesions, which are noticed due to careful monitoring during outbreaks. the route and site of infection, as well as the dose of virus, influence the clinical outcome of cpxv infections in cheetahs. the virus is not easily spread from one enclosure to another at ree park, due to the hands-off policy during cpxv infection and the yearly booster vaccinations of all adult cheetahs."
pmc3970135,"section  ""diagnosis and treatment of feline herpesvirus type 1  fhv-1  infection"" context  description of a feline herpesvirus type 1  fhv-1  infection in a tiger in a zoo in china. findings  findings  findings      c  the study also found that the virus was highly similar to those of other animal species, including canine herpesvirus  chv  and equine herpesvirus  ehv . findings "
pmc1367161,"the study found that hcv, a flavivirus that causes hepatitis c, requires a low-ph-inducible step for productive entry into cells, similar to other enveloped viruses. however, unlike other viruses, the study found that hcv is acid resistant, suggesting a common strategy in the viral life cycles of hcv and pestiviruses, which could either be a result of a common evolutionary origin or production of acid-resistant virions as a common strategy in their life cycles. the study found that the hcv glycoproteins are not activated for low-ph-induced entry by receptor binding alone but require interactions beyond binding at 4°c. this suggests that hcv may require interactions that do not occur during binding at 4°c, such as interaction with a coreceptor to stabilize binding and activate the virus for low-ph-induced entry. the study found that treatment with dtt, a reagent that mimics the action of protein disulfide isomerases at the cell surface or within the endocytic pathway, eliminated detectable hcvcc infection, suggesting that disulfide bond reshuffling is not involved in activation of hcv for productive entry. the study found that simple binding of hcvcc to cells at 4°c was not sufficient to activate the virus for low-ph-induced triggered entry at the plasma membrane, suggesting that hcv entry at the plasma membrane is nonproductive for downstream events in the viral life cycle. however, the study also found that low ph could override the bafilomycin block to hcv infection after incubation at 37°c, indicating that hcv can undergo time- and temperature-dependent activation at the cell surface or in forming endosomes. the study found that the hcvcc system has provided clues to the mechanism of hcv entry, which can now be tested directly, and that future experiments will be aimed at gaining a better understanding of the steps leading to productive hcv entry, paying particular attention to interactions between the hcv glycoproteins and specific molecules required for entry."
pmc6795681,"the case report presents a dog with persistent cough and exercise intolerance, which is characteristic of bronchiolitis obliterans  bo , a small airway disease. bo can lead to chronic cough, wheeze, and dyspnea in humans and dogs, and can progress to pulmonary fibrosis. the dog's clinical signs persisted despite multiple courses of antimicrobials, suggesting a possible contribution from bo. thoracic imaging and histopathology confirmed bo and widespread airway-centered interstitial fibrosis in the dog, suggesting that bo can progress to widespread airway-centered interstitial fibrosis in dogs. the dog's clinical signs and imaging findings are similar to those in children with bo, and supportive criteria for bo in humans include history of infectious pneumonia, airway obstruction, thoracic radiographic and ct compatible features, and exclusion of other chronic lung diseases. the dog's clinical course suggests that bo should be a differential diagnosis for otherwise healthy young dogs developing cirdc pneumonia and respiratory signs persisting despite appropriate antimicrobials and with compatible thoracic imaging or histologic changes."
pmc4614917,"tia proteins are involved in multiple cellular processes, including gene expression regulation, epigenetic modifications, and translation control. in cancer development, loss or downregulation of tia expression has been associated with a more severe phenotype, as it can activate genes involved in neoplastic and malignant transformation, evade the immune system, and enhance the growth and survival of cancer cells. tia proteins act as cellular gatekeepers, as they contribute to cell-cycle arrest and cell death during tia1 or tiar expression. loss or downregulation of tia expression can play a role in cancer progression by activating genes involved in neoplastic and malignant transformation, evading the immune system, and enhancing the growth and survival of cancer cells. tia proteins can be found in different biological situations or pathophysiological conditions, including genotoxic stresses, genomic instability, and cancer development. in cancer patients, mutated tia expression can be used as a biomarker to identify individuals at high risk for metastasis, differentially diagnose early-late cancer, and assess the efficacy of therapy and chemopreventive agents. tia proteins are involved in multiple molecular targets, including transcription, splicing, translation, and epigenetic modifications. they can be found in cells, tissues, and organisms, and their specific environmental settings can be identified. the regulatory message associated with tia proteins is still unknown, but their secrets and potential constantly invite further investigation. future research should elucidate the specific environmental settings under which tia proteins act as cellular gatekeepers, as well as the fraction of tia1 and/or tiar regulatory events and layers that contribute to phenotypic differences relevant for conserved or prevalent changes between cells, tissues, and/or species."
pmc3411038,"retrocyclins, a class of cathelicidin-derived peptides found in humans, rhesus macaques, and baboons, demonstrate potent antimicrobial activity against various bacterial and viral pathogens, including hiv-1, influenza a virus, and staphylococcus aureus. retrocyclins, unlike other antimicrobial peptides, are produced in low amounts in human bone marrow and spleen, but their production can be scaled up for systemic applications. retrocyclins inhibit viral entry by binding to glycoproteins on the surface of viruses, such as gp120 and gp41 in hiv-1 and hemagglutinin in influenza a virus, respectively. retrocyclins also have anti-inflammatory properties, as they inhibit the production of pro-inflammatory cytokines, such as il-1β and il-8, in response to bacterial and viral infections. retrocyclins are multivalent lectins that cross-link viral surface glycoproteins, preventing viral entry and enhancing viral clearance by phagocytes, such as neutrophils and macrophages."
pmc5523921,"clinical identification, laboratory detection, and public response are the three keys for effective disease detection and control, with laboratory detection being the central piece. in diseases where all elements of this framework are in place, a rapid response can occur, as seen in the case of severe acute respiratory syndrome. workforce and laboratory network development are crucial for effective disease detection and control, as highlighted in the africa centres for disease control  cdc  workshop in addis ababa. antimicrobial resistance  amr  is a major concern, and best practices for amr control and surveillance have been implemented in various african regions, including ethiopia, côte d'ivoire, and egypt. the private sector, including non-governmental organizations and private laboratories, can play a significant role in public health in africa, as seen in the case of international clinical laboratory in ethiopia."
pmc2731837,"the willingness of healthcare workers in hong kong to accept pre-pandemic influenza vaccination is low, with a response rate of below 50%. this is consistent with the low acceptance of seasonal influenza vaccination among healthcare workers worldwide, where only 32.9% of healthcare workers in hong kong and 15.6% of healthcare workers in the uk would accept pre-pandemic vaccination during the sars outbreak. the main barriers to vaccination identified in this study are fear of side effects and doubts about the efficacy of the vaccines. a history of seasonal influenza vaccination and perceived likelihood of being infected are also associated with the intention to accept vaccination. the study highlights that efforts to improve the uptake of seasonal influenza vaccination by healthcare workers should be a part of pandemic preparedness plans, as disseminating correct information may be more difficult during crises. the study suggests that public health agencies should provide more information to staff, especially to those with higher levels of anxiety and doubt. the study found that younger staff and staff with less than five years of working experience are more willing to accept vaccination. however, this does not necessarily indicate that the experience of the sars outbreak enhanced the willingness to accept the vaccination. the study also found that the uptake rate for seasonal influenza vaccine among elderly people in hong kong varies among the target groups, and more than 90% of elderly people in institutions received influenza vaccine delivered on site. the study suggests that there are common barriers to influenza vaccination that exist across geographical regions and racial groups. the study highlights that campaigns to promote vaccination should consider addressing the knowledge gap of staff and the specific target groups for intervention. the study also suggests that further qualitative studies, such as focus group discussions or semi-structured interviews, should be conducted to consolidate and supplement the findings. the study concludes that a successful vaccination strategy should not only protect the health of healthcare workers but also limit the transmission between the health sector and the community, as a lesson from the sars outbreak."
pmc6462397,"in this study, influenza viruses were the most prevalent respiratory viruses diagnosed among ili cases in thailand. while rsv and hmpv infections were found mainly in young children and sporadically in adults, influenza virus infection was prevalent in adults and the elderly. a small number of individuals had dual infections, most commonly rsv and influenza a h3n2. the prevalence of influenza a h3n2 contrasts with the limited circulation of influenza b during this two-year study period. due to overlapping seasonal occurrence of these viral infections, accurate and rapid molecular detection can potentially assist clinicians and researchers in the treatment and surveillance to limit viral spread."
pmc4057572,"ev71 infection increases the viability, activation, cytokine release, and t-cell priming activity of dcs, which are highly specialized and efficient in uptaking and processing antigens including various viruses  section ii, findings 1-5 . ev71 infection enhances jnk1/2 phosphorylation with prolonged infection, and the phosphorylation of jnk1/2 reaches its peak at 1 h p.i.  section iii, findings 1-2 . ev71 infection increases mrna levels of mek3, mek6, and p38 mapk, as well as phosphorylation of p38 mapk, and the phosphorylation of p38 mapk is inhibited by pretreatment with sp600125 or sb203580 in ev71-infected idcs  section iii, findings 3-5 . ev71 infection increases the productions of il-2, il-6, il-10, il-12 p40, tnf-α, and ifn-β, and the enhanced secretions of il-6, il-10, and tnf-α are remarkably inhibited by pretreatment with sp600125 and sb203580 in ev71-infected idcs  section iv, findings 1-5 . jnk1/2 and p38 mapk regulate viral replication by acting at certain specific steps of viral replication cycle, including attachment, entry, gene transcription, protein expressions, and assembly, as well as viral pathogenesis  discussion and conclusion ."
pmc3808260,"nosocomially acquired co-infection in children hospitalized for bronchiolitis is rare, even when rsv-positive and rsv-negative patients share a room during the first day of admission. co-infection is not associated with more severe disease in children with bronchiolitis. cohorting rsv-infected patients may not be necessary to prevent cross-infection, as the main route of transmission is through direct contact. strict adherence to hygiene measures by medical staff and patient's relatives is crucial in preventing nosocomial infections. routinely performing virological diagnostic testing in children with bronchiolitis may not be necessary, as the diagnosis of bronchiolitis is a clinical diagnosis and for this purpose further diagnostic testing is not needed."
pmc5792953,"in experimental trials, a clear pathogen invasion threshold was observed in populations of daphnia magna, with no successful pathogen transmission at low host densities and a sudden increase in infection events at high host densities. this threshold was qualitatively similar to predictions from deterministic and stochastic realizations of an epidemiological model, suggesting consistency with both deterministic and stochastic model realizations. however, there were differences between stochastic and deterministic model realizations, and both of these models from the experimental data. predictions for the pathogen invasion threshold, defined as both r0>1 and as the probability of observing a primary infection event, obtained from deterministic and stochastic realizations of the epidemiological model, were qualitatively similar to experimental epidemics. the range of threshold values observed for the wide range of parameter space sampled in the model, including many important parameters related to pathogen transmission, production of infectious spores, and pathogen demography, generated a number of open questions concerning how environmental covariates, species interactions, or genetic factors may influence this critical threshold. evidence that invasion thresholds may shift as a function of environmental context was provided by the range of threshold values observed for the wide range of parameter space sampled in the model, including many important parameters related to pathogen transmission, production of infectious spores, and pathogen demography. this generates a challenge for future research efforts to accurately capture transmission and infection dynamics in natural populations. understanding how environmental covariates, species interactions, or genetic factors may influence this critical threshold is an important research area that may be informed through the use of existing data and the incorporation of stochasticity into invasion threshold estimate parameters. this is provided by the range of threshold values observed for the wide range of parameter space sampled in the model, including many important parameters related to pathogen transmission, production of infectious spores, and pathogen demography. the authors declare that they have no competing interests. funding for the study was provided through the odum school of ecology and the natural sciences and engineering research council of canada."
pmc149593,"the ics-rv assay, a rapid immunomigration test for the detection of human group a rotavirus, was evaluated as a potential diagnostic tool for bovine rotavirus. the sensitivity and specificity of the ics-rv assay were comparable to those of commercially available enzyme immunoassays and rt-pcr for detecting rotavirus in samples from calves with neonatal diarrhea. the ics-rv assay had a high positive predictive value and a relatively high negative predictive value, making it a useful tool for disease control recommendations to producers. the ics-rv assay reliably detected rotavirus shedding during the clinical phase of the disease when orally inoculated colostrum-deprived calves with a reference strain of rotavirus. the ics-rv assay met the requirements for a field test, including being practical and user-friendly, as it was a 10-min one-step test with all necessary reagents included in the kit and no need for laboratory equipment."
pmc5840604,"the 2015 outbreak of mers-cov in the republic of korea was the largest outbreak outside of the middle east. the outbreak unveiled the weak points of infrastructure in korea's medical system, including loose medical referral systems, overcrowding at emergency departments, a lack of expert resources and infection control infrastructure, and a lack of organized preparedness for medical crises. the introspection for these issues prompted the government to reform the healthcare system and healthcare sectors to invest further in infectious diseases and infection control. the first line of defense against emerging infectious diseases should be doctors in community clinics/hospitals due to the single, missed case triggering a huge, nationwide outbreak. patients may transmit mers-cov as early as 2 days after symptom onset, and early detection and isolation are of critical importance, especially when a large number of individuals are exposed in healthcare settings, where superspreading events may occur, especially at emergency departments."
pmc4646887,"[18f]-fdg-pet/ct can provide biomarkers for host immune response to mers-cov through noninvasive longitudinal imaging. increased [18f]-fdg uptake in activated immune cells in response to virus entry can be localized by pet imaging. ki  influx rate constant  in responsive lymphoid tissue can be calculated using image-derived input function in [18f]-fdg-pet/ct. alterations in ki associated with time point and location of lymphoid tissue were revealed after mers-cov exposure. [18f]-fdg-pet is able to detect subtle changes in host immune response to contain subclinical virus infection, and full quantitative analysis is preferred over semiquantitative analysis using standardized uptake value."
pmc2989958,"the study found that two genetic variants in the promoter region of the dc-sign gene, dc-sign -139 gg and -939 aa, were significantly associated with increased risk of nasopharyngeal carcinoma  npc  in a cantonese population. the study also identified two new variants, dc-sign -116 g/t and -190 a/g, although their minor allele frequencies were low  0.6% and 0.3%, respectively . the study revealed that the allelic distribution of dc-sign genes differed widely in populations from different ethnic groups, presumably due to selective pressure exerted by prevalent pathogens in these geographically distinct regions. the study showed that the mutant genotypes dc-sign -139 gg and -939 aa detected in the promoter region of the dc-sign gene were involved in npc susceptibility, and further studies are necessary to demonstrate the role of dc-sign promoter polymorphisms in the function of dc-sign as well as their effect on ebv infection. the study suggests that dc-sign, a protein expressed on the surface of dendritic cells  dcs , may serve as a putative receptor for secretory iga  siga  on immature dcs by binding to high mannose glycoprotein on siga protein, which may promote ebv infection of immature dcs. however, further studies are necessary to confirm this link."
pmc5894362,"the established hs-gc-ms method for testing 1,4-dioxane in plga/tcp porous scaffolds is validated to meet the requirements in the chinese pharmacopoeia 2015 edition, providing a residual 1,4-dioxane test method for plga/tcp scaffolds during cfda registration. the method overcomes the matrix effect in the drying process of scaffolds by using dimethylformamide  dmf  as a solvent for extraction, which eliminates the effect of the porous structure in the scaffolds. the method is used to optimize the drying process of scaffolds to satisfy the product requirement, which is an important tool for quality control of composite scaffolds. the study detects chloroform in some batches of plga raw material from different suppliers, indicating the need for a specifically tuned gc-ms method for each target solvent to meet the requirements of method validation. the study shows that the conditions of −50°c and 50 pa for lyophilizing are not efficient for removing 1,4-dioxane because, in this environment, 1,4-dioxane prefers solid rather than gas."
pmc5542384,"the study provides a temporal description of the patterns of dengue virus spread in asia, revealing that dengue virus genetic diversity in asia is dynamic yet spatially structured, with frequent virus lineage movement among countries and frequent co-circulation of dengue virus lineages. the analysis suggests that the air transportation network has contributed to the spatial dissemination of dengue virus in asia, with large transportation hubs accounting for most of the inferred virus lineage movements within their respective networks. the study suggests that some countries, such as thailand and india, seem to act as central hubs of dengue lineage movement in asia, demonstrating both inward/outward viral migrations with other countries in the region. the study suggests that some countries, such as vietnam and malaysia, may have had an increasing role in dengue spread through time, with differences in the roles of air transport nodes in regional-scale dissemination of dengue virus. the study highlights the importance of developing a multivalent dengue vaccine in order to cope with increasing frequency of dengue serotype co-occurrence, as the potential impacts of vaccination on dengue epidemics in asia should be considered, especially for countries in the tropics."
pmc6786639,"the study used metagenomics to monitor pathogens circulating in a population residing in two surveillance clusters of a kenyan urban settlement called kibera. the study found that giardia spp., plasmodium spp., ascaris spp., and blastocystis spp. were the most abundant parasite species throughout the study period. the study observed that viral tests were not routinely performed on stools collected through the pbids surveillance system during this study period. the study demonstrated that the method applied, called metagenomics, has a high surveillance sensitivity and may become a valuable supplement for clinical and syndromic surveillance of large, urban populations, where early recognition of potential outbreaks is crucial for timely outbreak containment. the study found that viral tests were not routinely performed on stools collected through the pbids surveillance system during this study period, but the metagenomic findings were in line with previous studies, suggesting that metagenomics have a high surveillance sensitivity and may become a valuable supplement for clinical and syndromic surveillance of large, urban populations, where early recognition of potential outbreaks is crucial for timely outbreak containment."
pmc2889823,"event #6, which occurred in august 2004, had a significant and rapid impact on rabies public health resources in france. this event involved a rabid dog that traveled through southwestern france during its communicable risk period and had contact with humans and animals at three large summer music festivals, each with at least 10,000-20,000 participants. this led to extensive contacts between the rabid dog and humans and animals, potentially exposing a large number of individuals to rabies. the public health authorities in france responded to this event by launching an intensive communication strategy, including identifying and contacting each individual with confirmed contact with the event #6 dog, and forbidding hunting with dogs in the counties where the rabid dog had traveled during its infectious period. this intensive communication strategy led to a passionate public debate, angering hunters and ending with hunting organizations successfully blocking the ban. public health decision-makers have to anticipate the depth and scope of potential consequences of emerging or reemerging infectious diseases and their related press communications, and the need to prepare appropriate responses to keep the public health organization effective. the crisis caused by the event #6 highlighted a lack of experienced manpower and insufficient vaccine stocks, with excessive consulting at armc and durably increased antirabies drug rates for several months, along with more animal diagnostic testing. this crisis also underscored the need for a post-crisis communication strategy to prepare appropriate responses to keep the public health organization effective. the public health authorities in france responded to this event by launching an intensive communication strategy, including identifying and contacting each individual with confirmed contact with the event #6 dog, and forbidding hunting with dogs in the counties where the rabid dog had traveled during its infectious period. this led to a passionate public debate, angering hunters and ending with hunting organizations successfully blocking the ban. this event and its associated national newspaper coverage profoundly perturbed health care services, with excessive consulting at armc and durably increased antirabies drug rates for several months, along with more animal diagnostic testing. this crisis also underscored the need for a post-crisis communication strategy to prepare appropriate responses to keep the public health organization effective. the crisis caused by the event #"
pmc4786625,"in a study investigating the immunogenicity and protective efficacy of a recombinant protein composed of residues 377-588 of the middle east respiratory syndrome  mers -coronavirus  mers-cov  rbd domain fused to the fc portion of human igg  s377-588-fc , researchers identified several adjuvants that could further improve the immune responses. among these adjuvants, mf59, an oil-in-water emulsion adjuvant that activates non-tlr sensing receptors, was found to be superior to other adjuvants, including aluminum and freund's, in enhancing and broadening protection against mers-cov infection, allowing for antigen dose-sparing and increasing seroconversion and cross-reactive antibody titers after vaccination with only two doses. the study revealed that mf59, unlike other adjuvants, has unique characteristics, as it is the first adjuvant licensed for human use after aluminum and is an effective and safe vaccine adjuvant approved in europe for use with influenza vaccines. because of its strong efficacy in potentiating the immunogenicity of influenza virus antigen, mf59 allows for antigen dose-sparing and enhancing cross-reactive antibody titers after vaccination with only two doses, making it less appealing than mf59. the study showed that the mers-cov rbd-based subunit vaccine, when formulated with mf59 adjuvant, induced highly potent specific immune responses, suggesting that mf59 is an ideal adjuvant for mers-cov rbd-based subunit vaccines. this finding provides a foundation for evaluating the adjuvanticity of mf59 in subunit vaccines against influenza viruses and other viruses with class i fusion proteins, such as hiv, sars-cov, ebola virus, and nipah virus. the study also demonstrated that the mf59-adjuvanted mers-cov rbd protein induced highly potent neutralizing antibodies against mers-cov infection, while another adjuvant, mpla-sm, elicited"
pmc6130481,"the paper reports the development of simple, accurate, and sensitive np- and rp-hptlc methods for the quantification of four antiviral biomarkers, rutin, quercetin, naringenin, and gallic acid, in guiera senegalensis  gssee , which supports their possible role in the inhibition of hepatitis b virus  hbv  gene expressions and dna replication. the paper demonstrates that g. senegalensis leaves contain antiviral biomarkers, including gallic acid  7.01 μg/mg , the most abundant antiviral biomarker compared to rutin  2.42 μg/mg , quercetin  1.53 μg/mg , and naringenin  0.14 μg/mg  in g. senegalensis leaves, which is the first report of its kind. the paper highlights that g. senegalensis leaves contain antiviral biomarkers, including quercetin, which has been reported to have antiviral potential against enveloped viruses, such as meningovirus, herpes simplex virus  hsv1 , parainfluenza type 3, pseudorabies virus, respiratory syncytial virus, sindbis virus, hepatitis b virus  hbv , and human immunodeficiency virus  hiv . the paper reveals that g. senegalensis leaves contain antiviral biomarkers, including naringenin, which has been reported to have antiviral potential against human cytomegalovirus  hcv , and highlights the importance of addressing the issue of the effectiveness of these biomarkers against hbv and hcv, as hbv and hcv share some common inhibitory mechanisms, either targeting viral envelopes or reverse transcriptases. the paper underscores that the developed np- and rp-hptlc methods could be employed in the standardization and quality control of herbal preparations containing therapeutic biomarkers."
pmc1564392,"compounds α-mangostin, 18-β-glycyrrhetinic acid, abietic acid, and all-trans-retinoic acid showed significant decreases in rotavirus infectivity and nfκb activation at 5 μg/ml when compared to the 0.5% dmso control in ma104 cells. compounds α-mangostin, 18-β-glycyrrhetinic acid, and all-trans-retinoic acid showed significant decreases in rotavirus infectivity and il-8 secretion at 10 pfu/cell in ma104 cells. compounds α-mangostin, 18-β-glycyrrhetinic acid, and abietic acid showed significant decreases in nfκb activation and il-8 secretion in ma104 cells infected with trypsin-activated ncdv at an moi of 10 pfu/cell. compound α-mangostin showed a significant decrease in rotavirus infectivity and nfκb activation in ma104 cells pretreated with compounds α-mangostin, 18-β-glycyrrhetinic acid, and abietic acid in serum-free m199 containing 0.03% dmso. compound α-mangostin showed a significant decrease in rotavirus infectivity and il-8 secretion in ma104 cells pretreated with compounds α-mangostin, 18-β-glycyrrhetinic acid, abietic acid, and all-trans-retinoic acid in serum-free m199 containing 0.03% dmso."
pmc6527240,"the arbotyping tool, implemented in the genome detective software framework, allows for fast, accurate, and high-throughput classification of denv, chikv, and zikv species and genotypes using different sequencing products, including whole-genome sequences and envelope sequences. the tool accommodates the need for consistent and accurate classification of denv, chikv, and zikv sequences, essential for implementing epidemic tracing and supporting outbreak surveillance efforts. the tool was evaluated using a dataset of whole-genome sequences, as well as envelope sequences, and showed a classification performance close to that obtained using manual phylogenetic analysis and classification by the automated typing tool for all sequences in the validation datasets. the tool was found to be particularly useful for classifying consensus sequences on the species and sub-species level, as well as for individual next-generation sequencing reads. the tool was implemented in a user-friendly web application, available through an easy-to-use web interface, and is integrated into data management environments."
pmc3666760,"the study compared the performance of seeplex rv16, seeplex rv15, and xtag in the detection of respiratory viruses using 287 clinical specimens. all three methods showed good sensitivities for the detection of influenza a virus subtypes h1, h3, and h5, but xtag had an advantage for the detection of h1 due to its ability to further detect h1, h3, and h5 virus subtypes. xtag showed decreased sensitivity for coronavirus compared to seeplex rv15 and seeplex rv16, especially for the coronavirus strain oc43/nl63, as previously reported. seeplex rv16 and seeplex rv15 differentiated between respiratory syncytial virus and human metapneumovirus accurately, with no cross-reactivity between the two viruses. the study found that the sensitivity of seeplex rv15 and seeplex rv16 for respiratory syncytial virus could be improved, as the low sensitivity for rsvc could be associated with more severe clinical illnesses, including lower respiratory tract infections and asthmatic exacerbations, than rsva and rsvb."
pmc22137,"tmv, a nonpathogenic plant virus, was successfully used as a carrier and delivery vector for a protective epitope from mhv, a human pathogen, resulting in the induction of high-titer antibodies and protection against mhv infection in mice. the 5b19 epitope, part of the mhv glycoprotein, was fused to the carboxy-terminus of the coat protein  cp  of tmv, and this chimeric virus was able to elicit a protective immune response against mhv in mice. the high-dose regimen of immunization, consisting of three injections per week for 10 weeks, resulted in high titers of antibodies against both the mhv glycoprotein and the 5b19 epitope, as well as high survival rates in mice challenged with mhv strain jhm. mice that received a low dose of immunogen and had high anti-5b19 igg titers but low anti-5b19 iga titers were not protected against mhv infection, suggesting that igg alone may not be responsible for the protection against mhv infection. the tmv system, with its high yield of immunogen at low cost, may be suitable for oral vaccine development, as it combines the advantages of a nonpathogenic virus and mucosal targeting."
pmc4018855,"the study successfully integrated expression cassettes into the chromosome of lactobacillus casei using a single-plasmid system, eliminating the need for selection requirements and providing genetic stability and conformity with biological safety standards. the study used the pgsa gene product as an anchor for surface display of antigens on l. casei, which was confirmed by laser confocal microscopy, showing green fluorescence on the surface of cells and blue fluorescence in the bodies of cells. the study detected expressed protein from the three newly generated recombinant strains using an enzyme-linked immunosorbent assay  elisa , demonstrating that the alpha-toxin genes of these three strains were expressed and that the expressed protein had biological activity. the study found that the newly generated recombinant strains were genetically stable, as all strains remained genetically stable after 40 generations. the study found that the newly generated recombinant strains grew more slowly than wild-type l. casei, in both mrs and sdm media, which may be related to the insertion of the exogenous gene and the fact that the genome is present as a single copy and multiple copies of a plasmid are present in the cell."
pmc4256287,"the authors identified a novel adenovirus, psittacine adenovirus hku1, in mealy parrots that was most closely related to duck adenovirus a of the atadenovirus genus. this virus was not detected in any of the healthy parrots and other detained animals without c. psittaci infection, suggesting possible synergistic interaction between adenovirus and c. psittaci in disease pathogenesis. a positive correlation between adenovirus viral loads and c. psittaci bacterial loads was observed in lung specimens, suggesting a possible synergistic interaction between adenovirus and c. psittaci in disease pathogenesis. the authors observed active viral replication instead of latent infection of psittacine adenovirus hku1 in lung and liver tissue cells using immunostaining, indicating that this virus may have caused immunosuppression among infected parrots. the authors speculate that the high genomic g+c content of psittacine adenovirus hku1 may determine the tropism of the virus to infect psittacine hosts. the authors suggest that co-infection with psittacine adenovirus hku1 may have been associated with immunosuppression among infected birds, leading to higher c. psittaci bacterial loads in the lungs of psittacine birds and hence increasing the risk of infection in exposed humans."
pmc6066233,"the study constructed a tumor-inducing virus  tvm  to express american cockroach major allergens in chinese cabbage, allowing for the production of a plant-made edible vaccine. oral administration of this vaccine prevented the development of allergen-specific ige production, airway hyperresponsiveness, type 2 cytokine production, and lung inflammation in a murine allergic asthma model. the vaccine consistently provided better effects in terms of inhibition of development of allergen-specific ige production, airway hyperresponsiveness, type 2 cytokine production, and lung inflammation compared to a vaccine encoding full-length allergens. this is the first report to describe the successful use of a tvm viral vector-expressed cockroach allergen given as an oral vaccine to prevent the development of allergic asthma and allergic inflammation later in life following exposure to cockroach allergen in a mouse model. the study suggests that plant-made edible vaccination is a promising strategy for treating allergic airway diseases due to its low cost and potential for mass production. however, further study is required to determine its efficacy in treating pre-existing allergic diseases with the same efficacy as conventional allergen-specific vaccines or sublingual allergen vaccines."
pmc3443020,"overexpression of nsp2, a non-structural protein of porcine reproductive and respiratory syndrome virus  prrsv , significantly increases the expression of interleukin-6  il-6 , interleukin-8  il-8 , and cox-2, as well as nuclear factor kappa b  nf-κb  and phosphorylated nf-κb  p-nf-κb  in helena cells, indicating a strong pro-inflammatory effect of prrsv nsp2. the study demonstrates that nsp2 is a potent inducer of pro-inflammatory cytokines and signaling pathways in prrsv-infected cells, which may contribute to the pathogenesis of prrsv. the findings suggest that nsp2 plays a significant role in the regulation of inflammatory responses during prrsv infection, highlighting the importance of understanding the mechanisms underlying prrsv pathogenesis. the study also reveals that prrsv nsp2 can significantly increase the expression of il-6, il-8, and cox-2 in helena cells, which may have implications for the diagnosis and treatment of prrsv-associated diseases. the research provides insights into the role of prrsv nsp2 in the regulation of inflammatory responses, which can contribute to the development of strategies for the prevention and management of prrsv-associated diseases."
pmc5711322,"the lrn program, established in 1999, is a collaboration between cdc, aphl, and fbi, initially focused on identifying potential bioterrorism pathogens. the lrn has been involved in responding to outbreaks of sars, mers, ebola, and zika virus infection. the lrn has a 3-tiered system, with approximately 5,000 sentinel microbiology laboratories, ≈2,00 reference-level microbiology laboratories, and agencies such as cdc and us army medical research institute of infectious diseases. the lrn program office provides assets such as standardized pathogen-detection procedures, quality pathogen-detection reagents, proficiency-testing programs, and expertise in emergency use authorizations for emergency response. collaboration between the us and south korea has established an lrn presence in south korea, enabling the use of us lrn-b procedures and assets, which are accessible only to us lrn member laboratories. this collaboration enhances preparedness for emerging infectious diseases, leverages technology for continuing education, and expands training resources for participating lrn laboratories."
pmc6238668,"the study identified distinct immune signatures linked to specific viral and bacterial pathogens in symptomatic children, which can help elucidate factors contributing to ari in pediatric patients. the study revealed that interferon-gamma  ifnl3  and its downstream signaling pathway play a protective role in the ongoing antiviral immune response in the nasal mucosa during ari in pediatric patients. the study identified a group of genes at the intersection of the immune response to the presence of microbial loads and clinical symptoms, which may act as markers of the immune response at the nasopharyngeal interface in children with ari. the study found that marco, a scavenger receptor expressed in tissue-resident macrophages, recognizes various bacterial pathogens and can enhance adenovirus infection in children with ari. the study identified a group of immune genes specific to the presence of coinhibitory molecules, which were known to dampen the local immune response during ari in pediatric patients."
pmc2779851,"in the context of the 2009 swine flu pandemic, a survey conducted in the united states found that people's anxiety about swine flu and the preventative actions they took to avoid infection declined as the perceived gravity of the novel outbreak waned. both of these distributions showed a marked bimodality, with a large proportion of respondents indicating a higher subjective risk and more protective actions taken than the majority. the results of the model for the protection index suggest that respondents' deployment of protective behavior is mediated by their subjective anxiety level, controlling for demographic, epidemiological, and geographic variables. in the context of the 1918-19 influenza pandemic, a study of 20,00 people in the united states found that 42% of those who died of influenza were aged 5 to 42, and 54% were aged 10 to 59. the mortality rate was highest in people aged 25 to 34 years, and the mortality rate in people younger than 5 years was less than half the mortality rate in people aged 25 to 34 years. in the context of the ebola outbreak in west africa in 2014-16, a study of 1,411 patients with ebola virus disease found that case fatality was highest in people aged 35-54 years  49.3%  and lowest in people younger than 5 years  22.2%  and aged 15-24 years  29.0% . in the context of the covid-19 pandemic, a study of 1,541 patients hospitalized with covid-19 in wuhan, china, found that 8% were aged 80 years or older, and 1.3% were aged less than 20 years. the in-hospital mortality rate was highest in people aged 80 years or older  28.1%  and lowest in people aged 20-29 years  1.2% . in the context of a study of 6,249 responses to a survey on the 2009 swine flu pandemic in the united states, the results suggest that people with the fewest contacts have marginally higher protection"
